ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,WALS_code,Genus,Family,Area,Continent,Macrocontinent,Macrocontinent_SplitOldWorld,Circumpacific,Source,Source_prose
jami1235,Mixtec (Jamiltepec),North America,16.25,-97.83333,jami1235,mxt,mja,Mixtecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,"Johnson1988[21, 49]","Johnson 1988: 21, 49"
pino1237,Mixtec (Jicaltepec),North America,16.33333,-98.0,pino1237,mio,mxj,Mixtecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,"Bradley1970[65, 66]","Bradley 1970: 65, 66"
ocot1243,Mixtec (Ocotepec),North America,17.16667,-97.75,ocot1243,mie,mxo,Mixtecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Alexander1988,Alexander 1988
sila1250,Mixtec (Silacayoapan),North America,17.5,-98.16667,sila1250,mks,mxs,Mixtecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Shields1988,Shields 1988
yoso1239,Mixtec (Yosondúa),North America,16.91667,-97.58333,yoso1239,mpm,mxy,Mixtecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Farris1992[54-],Farris 1992: 54-
miya1266,Miya,Africa,10.91667,9.66667,miya1266,mkf,miy,West Chadic,Afro-Asiatic,African_Savannah,Africa,ow,afr,no,Schuh1998[281-282],Schuh 1998: 281-282
mlab1235,Mlabri (Minor),Eurasia,18.5,101.0,mlab1235,mra,mlm,Palaung-Khmuic,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Rischel1995[135],Rischel 1995: 135
moch1259,Mochica,South America,-7.5,-79.33333,moch1259,omc,mcc,Chimúan,Chimúan,Andean,S_America,nw,nw,yes,"Adelaar2004[321-, 348]","Adelaar 2004: 321-, 348"
moha1258,Mohawk,North America,43.5,-74.25,moha1258,moh,moh,Northern Iroquoian,Iroquoian,E_North_America,E_N_America,nw,nw,yes,"Bonvillain1973[91, 135];Mithun1998","Mithun 1998, Bonvillain 1973: 91, 135"
mola1238,Molala,North America,44.5,-122.5,mola1238,mbe,mll,Molala,Penutian,Alaska-Oregon,W_N_America,nw,nw,yes,"Pharris2006[197-201, 284-]","Pharris 2006: 197-201, 284-"
nucl1452,Mombum,Papunesia,-8.25,138.75,nucl1452,mso,mom,Mombum,Mombum,S_New_Guinea,NG_&_Oceania,pac,pac,yes,"Boelaars1950[30, 32]","Boelaars 1950: 30, 32"
fass1245,Momu,Papunesia,-3.0,141.58333,fass1245,fqs,fqs,Fas,Kwomtari-Baibai,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Blake2007,Blake 2007
monn1252,Mon,Eurasia,14.83333,100.5,monn1252,mnw,mon,Monic,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,no,"Bauer1982[301, 367-368, 478-480]","Bauer 1982: 301, 367-368, 478-480"
moni1261,Moni,Papunesia,-3.66667,137.0,moni1261,mnz,mni,Wissel Lakes-Kemandoga,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Larson1958;Voorhoeve1975[409],"Larson and Larson 1958, Voorhoeve 1975: 409"
erzy1239,Mordvin (Erzya),Eurasia,53.0,45.5,erzy1239,myv,moe,Mordvin,Uralic,Inner_Asia,NC_Asia,ow,eur,no,Rueter2010,Rueter 2010
moro1285,Moro,Africa,11.0,30.16667,moro1285,mor,mro,Heiban,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Black1971[9, 10]","Black and Black 1971: 9, 10"
mose1249,Mosetén,South America,-14.75,-67.83333,mose1249,cas,mos,Mosetenan,Mosetenan,NE_South_America,S_America,nw,nw,yes,"Sakel2003[51, 146-147, 295-296]","Sakel 2003: 51, 146-147, 295-296"
movi1243,Movima,South America,-13.83333,-65.66667,movi1243,mzp,mov,Movima,Movima,NE_South_America,S_America,nw,nw,yes,"Haude2006[258, 277-]","Haude 2006: 258, 277-"
mpur1239,Mpur,Papunesia,-0.75,133.25,mpur1239,akc,mpu,Kebar,West Papuan,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Reesink2002b[4, 29]","Reesink 2002b: 4, 29"
mufi1238,Mufian,Papunesia,-3.5,143.0,mufi1238,aoj,aoj,Kombio-Arapesh,Torricelli,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Alungum1978[110-111, passim]","Alungum and Lukas 1978: 110-111, passim"
barg1252,Mugil,Papunesia,-4.88333,145.75,barg1252,mlp,mug,Madang,Trans-New Guinea,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Hepner2006[101-],Hepner 2006: 101-
muin1242,Muinane,South America,-1.0,-72.5,muin1242,bmr,mui,Boran,Huitotoan,NE_South_America,S_America,nw,nw,yes,"Minor1963;Minor1971[47, 134-145]","Minor and Minor 1971: 47, 134-145, Minor and Loos 1963"
chib1270,Muisca,South America,5.0,-74.0,chib1270,chb,msc,Chibchan Proper,Chibchan,NE_South_America,S_America,nw,nw,yes,Adelaar2004,Adelaar 2004
mula1253,Mulao,Eurasia,25.0,108.0,mula1253,mlm,mul,Kam-Tai,Tai-Kadai,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Jung1993,Jung and Zheng 1993
nucl1240,Mumuye,Africa,9.0,11.66667,nucl1240,mzm,mum,Adamawa,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Shimizu1983[57, 101, 121, 123]","Shimizu 1983: 57, 101, 121, 123"
mund1320,Mundari,Eurasia,23.0,84.66667,mund1320,unr,mun,Munda,Austro-Asiatic,Indic,S_&_SE_Asia,ow,eur,no,Osada1992,Osada 1992
mund1330,Mundurukú,South America,-7.0,-58.0,mund1330,myu,muu,Munduruku,Tupian,NE_South_America,S_America,nw,nw,yes,"Crofts1973[47, 48, 91-93]","Crofts 1973: 47, 48, 91-93"
murl1244,Murle,Africa,6.5,33.5,murl1244,mur,mrl,Surmic,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Arensen1982[48-52];Comrie2013,"Arensen 1982: 48-52, Comrie 2005"
murr1258,Murrinh-Patha,Australia,-14.66667,129.66667,murr1258,mwf,mpa,Murrinh-Patha,Australian,N_Australia,Australia,pac,pac,yes,"Walsh1976[163, 164, 205-208, 279-280]","Walsh 1976: 163, 164, 205-208, 279-280"
murs1242,Mursi,Africa,5.58333,36.08333,murs1242,muz,mur,Surmic,Nilo-Saharan,Greater_Abyssinia,Africa,ow,afr,no,"Turton1976[540-548, 554]","Turton and Bender 1976: 540-548, 554"
muse1242,Musey,Africa,9.82,15.41,muse1242,mse,,Masa,Afro-Asiatic,African_Savannah,Africa,ow,afr,no,"Platiel1968[48, 59]","Platiel 1968: 48, 59"
muso1238,Musom,Papunesia,-6.58333,147.0,muso1238,msu,msm,Oceanic,Austronesian,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Holzknecht1997[85-86],Holzknecht 1997: 85-86
sout2986,Mutsun,North America,36.83333,-121.5,sout2986,css,mut,Costanoan,Penutian,California,W_N_America,nw,nw,yes,"Okrand1977[144-145, 150-152, 171-172]","Okrand 1977: 144-145, 150-152, 171-172"
nade1244,Nadëb,South America,-1.0,-66.5,nade1244,mbj,nad,Nadahup,Nadahup,NE_South_America,S_America,nw,nw,yes,Martins1999[263],Martins and Martins 1999: 263
yale1246,Nagatman,Papunesia,-3.75,141.5,yale1246,nce,nag,Yale,Yale,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Campbell1987[12, 37-50]","Campbell and Campbell 1987: 12, 37-50"
niha1238,Nahali,Eurasia,19.75,77.83333,niha1238,nll,nah,Nahali,Nahali,Indic,S_&_SE_Asia,ow,eur,no,Kuiper1962[258-261];Nichols1992,"Kuiper 1962: 258-261, Nichols 1992"
huas1257,Nahuatl (Huasteca),North America,22.0,-99.0,huas1257,nhe,nhh,Aztecan,Uto-Aztecan,Mesoamerica,C_America,nw,nw,yes,Beller1979[206],Beller and Beller 1979: 206
mich1245,Nahuatl (Michoacán),North America,18.5,-103.0,mich1245,ncl,nhm,Aztecan,Uto-Aztecan,Mesoamerica,C_America,nw,nw,yes,Sischo1979[313-314],Sischo 1979: 313-314
nort2957,Nahuatl (North Puebla),North America,20.0,-98.25,nort2957,ncj,nhn,Aztecan,Uto-Aztecan,Mesoamerica,C_America,nw,nw,yes,"Brockway1979[146, 180]","Brockway 1979: 146, 180"
tete1251,Nahuatl (Tetelcingo),North America,19.66667,-99.0,tete1251,nhg,nht,Aztecan,Uto-Aztecan,Mesoamerica,C_America,nw,nw,yes,"Comrie2013;Pittman1954[6-7, 44]","Comrie 2005, Pittman 1954: 6-7, 44"
sout2994,Nambikuára,South America,-13.0,-59.0,sout2994,nab,nmb,Nambikuaran,Nambikuaran,NE_South_America,S_America,nw,nw,yes,Kroeker2001[80],Kroeker 2001: 80
nami1256,Namia,Papunesia,-3.83333,141.75,nami1256,nnm,nam,Yellow River,Sepik,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Feldpausch1992[10, 39, 85];Tupper2009","Tupper 2009, Feldpausch and Feldpausch 1992: 10, 39, 85"
nana1257,Nanai,Eurasia,49.5,137.0,nana1257,gld,nai,Tungusic,Altaic,N_Coast_Asia,NC_Asia,ow,eur,yes,Nichols1992,Nichols 1992
nara1262,Nara (in Ethiopia),Africa,15.08333,37.58333,nara1262,nrb,nar,Nara,Nilo-Saharan,Greater_Abyssinia,Africa,ow,afr,no,Reinisch1874;Tucker1966[329-335],"Tucker and Bryan 1966: 329-335, Reinisch 1874"
naas1242,Nasioi,Papunesia,-6.33333,155.58333,naas1242,nas,nas,East Bougainville,East Bougainville,Oceania,NG_&_Oceania,pac,pac,yes,Hurd1966;Nichols1992,"Hurd and Hurd 1966, Nichols 1992"
natc1249,Natchez,North America,31.75,-91.33333,natc1249,ncz,nat,Natchez,Natchez,E_North_America,E_N_America,nw,nw,yes,"Brinton1873[492, 493]","Brinton 1873: 492, 493"
nava1243,Navajo,North America,36.16667,-108.0,nava1243,nav,nav,Athapaskan,Na-Dene,Basin_and_Plains,E_N_America,nw,nw,yes,Comrie2013;Faltz1998,"Comrie 2005, Faltz 1998"
naxi1245,Naxi,Eurasia,27.5,100.0,naxi1245,nbf,nax,Naxi,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Dryer2008;LaPolla1994[64-65],"LaPolla 1994: 64-65, Dryer 2008"
sout2808,Ndebele (in South Africa),Africa,-25.33333,29.0,sout2808,nbl,ndb,Bantoid,Niger-Congo,S_Africa,Africa,ow,afr,no,Bowern2002[21],Bower and Lotridge 2002: 21
djee1236,Ndjébbana,Australia,-12.16667,134.11667,djee1236,djj,ndj,Ndjébbana,Australian,N_Australia,Australia,pac,pac,yes,Dixon2002;McKay1995,"Dixon 2002, McKay 1995"
ndog1248,Ndogo,Africa,7.75,27.0,ndog1248,ndz,ndg,Ubangi,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Santandrea1961[47, 20]","Santandrea 1961: 47, 20"
nend1239,Nend,Papunesia,-5.0,144.91667,nend1239,anh,nnd,Madang,Trans-New Guinea,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Harris1990[92-93, passim]","Harris 1990: 92-93, passim"
nene1249,Nenets,Eurasia,69.0,72.0,nene1249,yrk,nen,Samoyedic,Uralic,Inner_Asia,NC_Asia,ow,eur,no,Comrie2013;Havas2008,"Havas 2008, Comrie 2005"
nepa1254,Nepali,Eurasia,28.0,85.0,nepa1254,nep,nep,Indic,Indo-European,Indic,S_&_SE_Asia,ow,eur,no,Bickel2011;Li2007,"Li 2007, Bickel (to appear)"
newa1246,Newari (Kathmandu),Eurasia,27.66667,85.5,newa1246,new,new,Mahakiranti,Sino-Tibetan,Indic,S_&_SE_Asia,ow,eur,no,Hargreaves2003,Hargreaves 2003
nezp1238,Nez Perce,North America,46.0,-116.0,nezp1238,nez,nez,Sahaptian,Penutian,Basin_and_Plains,E_N_America,nw,nw,yes,Comrie2013;Rude1985[82-96],"Rude 1985: 82-96, Comrie 2005"
ngaa1240,Ngaanyatjarra/Western Desert (Ooldea),Australia,-30.5,132.0,ngaa1240,ntj,wdo,Pama-Nyungan,Australian,S_Australia,Australia,pac,pac,yes,Nichols1992,Nichols 1992
ngab1239,Ngäbere,North America,8.66667,-82.0,ngab1239,gym,nbr,Guaymi,Chibchan,Mesoamerica,C_America,nw,nw,yes,"Alphonse1956[3, 7, 25-30]","Alphonse 1956: 3, 7, 25-30"
ngad1261,Ngad'a,Papunesia,-8.83333,121.0,ngad1261,nxg,ngd,Central Malayo-Polynesian,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Arndt1933[9],Arndt 1933: 9
ngal1293,Ngalakan,Australia,-14.25,134.0,ngal1293,nig,ngl,Ngalakan,Australian,N_Australia,Australia,pac,pac,yes,"Dixon2002[165, 439];Merlan1983[40-43]","Merlan 1983: 40-43, Dixon 2002: 165, 439"
ngan1295,Ngandi,Australia,-13.83333,135.0,ngan1295,nid,ngn,Ngandi,Australian,N_Australia,Australia,pac,pac,yes,Dixon2002[419];Heath1985[93-94],"Dixon 2002: 419, Heath 1985: 93-94"
ngan1299,Ngangam,Africa,10.25,0.71,ngan1299,gng,,Gur,Niger-Congo,African_Savannah,Africa,ow,afr,no,Higdon2001[11],Higdon 2001: 11
nang1259,Ngan'gityemerri,Australia,-14.25,130.41667,nang1259,nam,ngg,Southern Daly,Australian,N_Australia,Australia,pac,pac,yes,Dixon2002;Reid2000,"Dixon 2002, Reid 1997"
ngar1286,Ngarla,Australia,-20.0,119.0,ngar1286,nlr,nlr,Pama-Nyungan,Australian,S_Australia,Australia,pac,pac,yes,"Westerlund2007[29-30, 54-61]","Westerlund 2007: 29-30, 54-61"
ngba1285,Ngbaka (Minagende),Africa,3.5,20.0,ngba1285,nga,ngb,Gbaya-Manza-Ngbaka,Niger-Congo,S_Africa,Africa,ow,afr,no,"Thomas1963[77, 89, 219, 222]","Thomas 1963: 77, 89, 219, 222"
ngit1239,Ngiti,Africa,1.33333,30.25,ngit1239,niy,nti,Lendu,Nilo-Saharan,S_Africa,Africa,ow,afr,no,KutschLojenga1994,Kutsch Lojenga 1994
nhan1238,Nhanda,Australia,-27.0,114.16667,nhan1238,nha,nha,Pama-Nyungan,Australian,S_Australia,Australia,pac,pac,yes,Blevins2001,Blevins 2001
nhen1239,Nhengatu,South America,1.05,-66.96,nhen1239,yrl,,Tupi-Guaraní,Tupian,NE_South_America,S_America,nw,nw,yes,Mosonyi2000e[464],Mosonyi et al 2000e: 464
nias1242,Nias,Papunesia,1.0,97.75,nias1242,nia,nia,Northwest Sumatra-Barrier Islands,Austronesian,Southeast_Asia,S_&_SE_Asia,ow,eur,no,"Brown2001[7, 11]","Brown 2001: 7, 11"
carn1240,Nicobarese (Car),Eurasia,9.0,93.0,carn1240,caq,nca,Nicobarese,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Braine1970,Braine 1970
niii1240,Nii,Papunesia,-5.76,144.52,niii1240,nii,,Chimbu,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Stucky1976[86],Stucky & Stucky 1976: 86
nucl1633,Nimboran,Papunesia,-2.5,140.16667,nucl1633,nir,nim,Nimboran,Nimboran,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Anceaux1965[56-57, 102-107];May1997[41, 44, 60, 77-78]","Anceaux 1965: 56-57, 102-107, May 1997: 41, 44, 60, 77-78"
gily1242,Nivkh,Eurasia,53.33333,142.0,gily1242,niv,niv,Nivkh,Nivkh,N_Coast_Asia,NC_Asia,ow,eur,yes,Gruzdeva1998,Gruzdeva 1998
chig1238,Nkore-Kiga,Africa,-0.91667,29.83333,chig1238,cgg,nko,Bantoid,Niger-Congo,S_Africa,Africa,ow,afr,no,Taylor1985[91],Taylor 1985: 91
nobi1240,Nobiin,Africa,21.0,31.0,nobi1240,fia,nob,Nubian,Nilo-Saharan,N_Africa,Africa,ow,afr,no,Konig2008a[90],König 2008a: 90
samo1303,Nomad,Papunesia,-6.16667,142.25,samo1303,smq,nmd,East Strickland,East Strickland,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Shaw1973,Shaw 1973
noma1263,Nomatsiguenga,South America,-11.67,-74.5,noma1263,not,nom,Pre-Andine Arawakan,Arawakan,Andean,S_America,nw,nw,yes,"Shaver1996[26, 29]","Shaver 1996: 26, 29"
jiar1240,Northern Gyalrong,Eurasia,31.5,102.0,jiar1240,jya,jia,rGyalrong,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Sun2003a[493],Sun 2003a: 493
norw1259,Norwegian,Eurasia,61.0,8.0,norw1259,nob,nor,Germanic,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,,Øvrelid 2004: 1
kenu1236,Nubian (Dongolese),Africa,18.25,30.75,kenu1236,kzh,nbd,Nubian,Nilo-Saharan,N_Africa,Africa,ow,afr,no,Armbruster1960,Armbruster 1960
nung1283,Nung (in Vietnam),Eurasia,21.91667,106.41667,nung1283,nut,nun,Kam-Tai,Tai-Kadai,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Saul1980[20],Saul 1980: 20
nung1290,Nunggubuyu,Australia,-13.75,135.66667,nung1290,nuy,nug,Nunggubuyu,Australian,N_Australia,Australia,pac,pac,yes,Heath1984[347-],Heath 1984: 347-
nupe1254,Nupe,Africa,9.17,5.42,nupe1254,nup,nup,Nupoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,Banfield1915,Banfield & MacIntyre 1915
noot1239,Nuuchahnulth,North America,49.66667,-126.66667,noot1239,noo,nuu,Southern Wakashan,Wakashan,Alaska-Oregon,W_N_America,nw,nw,yes,Davidson2002;Nakayama2001,"Nakayama 2001, Davidson 2002"
nyig1240,Nyigina,Australia,-18.0,124.33333,nyig1240,nyh,nyn,Nyulnyulan,Australian,N_Australia,Australia,pac,pac,yes,Nichols1992,Nichols 1992
amas1236,Nyimang,Africa,12.16667,29.33333,amas1236,nyi,nyi,Nyimang,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Konig2008a[90];Tucker1966[247-250],"König 2008a: 90, Tucker and Bryan 1966: 247-250"
obol1243,Obolo,Africa,4.58333,7.83333,obol1243,ann,obo,Cross River,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Faraclas1984[1, 12]","Faraclas 1984: 1, 12"
atzi1235,Ocuilteco,North America,18.91667,-99.66667,atzi1235,ocu,ocu,Otomian,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Muntzel1986[136],Muntzel 1986: 136
ogbr1243,Ogbronuagum,Africa,4.75,6.86667,ogbr1243,ogu,obg,Cross River,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Kari2000[45, 46]","Kari 2000: 45, 46"
oksa1245,Oksapmin,Papunesia,-5.16667,142.16667,oksa1245,opm,oks,Oksapmin,Oksapmin,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,"Lawrence1972[20, 21, 23, 45];Loughnane2009","Lawrence 1972: 20, 21, 23, 45, Loughnane 2009"
oloo1241,Olo,Papunesia,-3.41667,142.0,oloo1241,ong,olo,Wapei-Palei,Torricelli,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"MacGregor1982[26, 33-37, 39-40];Staley2007","MacGregor and MacGregor 1982: 26, 33-37, 39-40, Staley 2007"
olut1240,Olutec,North America,17.95,-95.0,olut1240,plo,olu,Mixe-Zoque,Mixe-Zoque,Mesoamerica,C_America,nw,nw,yes,Zavala2000[17-21],Zavala 2000: 17-21
molm1235,One,Papunesia,-3.25,141.91667,molm1235,aun,one,West Wapei,Torricelli,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Donohue2000,Donohue 2000
onei1249,Oneida,North America,43.0,-75.66667,onei1249,one,ond,Northern Iroquoian,Iroquoian,E_North_America,E_N_America,nw,nw,yes,Abbott2000[20-31],Abbott 2000: 20-31
onge1236,Onge,Eurasia,10.75,92.41667,onge1236,oon,ong,South Andamanese,South Andamanese,Southeast_Asia,S_&_SE_Asia,ow,eur,no,"Abbi2006[79, 88]","Abbi 2006: 79, 88"
toho1245,O'odham,North America,32.0,-112.0,toho1245,ood,ood,Tepiman,Uto-Aztecan,Basin_and_Plains,E_N_America,nw,nw,yes,"Saxton1982[109, 127]","Saxton 1982: 109, 127"
tega1236,Orig,Africa,12.16667,30.83333,tega1236,ras,ori,Rashad,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Schadeberg1979[49-52, 55, 59]","Schadeberg and Elias 1979: 49-52, 55, 59"
oroh1237,Oroha,Papunesia,-9.74,161.51,oroh1237,ora,,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,"Ivens1927[594, 604]","Ivens 1927: 594, 604"
orok1265,Orok,Eurasia,49.5,143.5,orok1265,oaa,ork,Tungusic,Altaic,N_Coast_Asia,NC_Asia,ow,eur,yes,Comrie1981[89];Pilsudski1987[29],"Comrie 1981: 89, Piłsudski 1987: 29"
east2652,Oromo (Harar),Africa,9.0,42.0,east2652,hae,orh,Eastern Cushitic,Afro-Asiatic,Greater_Abyssinia,Africa,ow,afr,no,Comrie2013;Owens1985[98-102],"Owens 1985: 98-102, Comrie 2005"
orya1242,Orya,Papunesia,-2.75,139.83333,orya1242,ury,ory,Orya,Tor-Orya,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,Fields1997[238-246],Fields 1997: 238-246
osag1243,Osage,North America,37.0,-94.0,osag1243,osa,osa,Siouan,Siouan,E_North_America,E_N_America,nw,nw,yes,Quintero2005,Quintero 2005
osse1243,Ossetic,Eurasia,43.0,44.0,osse1243,oss,oss,Iranian,Indo-European,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Abaev1964[17-18];Comrie1981[171-172],"Comrie 1981: 171-172, Abaev 1964: 17-18"
mezq1235,Otomí (Mezquital),North America,20.16667,-99.16667,mezq1235,ote,otm,Otomian,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Hess1968[78],Hess 1968: 78
paam1238,Paamese,Papunesia,-16.5,168.25,paam1238,pma,pms,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Comrie2013;Crowley1982[129-132],"Comrie 2005, Crowley 1982: 129-132"
paco1243,Pacoh,Eurasia,16.41667,107.08333,paco1243,pac,pac,Katuic,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,no,"Alves2000[141, 313-315]","Alves 2000: 141, 313-315"
paez1247,Páez,South America,2.66667,-76.0,paez1247,pbb,pae,Páezan,Páezan,NE_South_America,S_America,nw,nw,yes,"RojasCurieux1991[26-27];Slocum1986[10, 57, 60, 121]","Slocum 1986: 10, 57, 60, 121, Rojas Curieux 1991: 26-27"
paip1241,Paipai,North America,31.61,-115.87,paip1241,ppi,,Yuman,Hokan,Mesoamerica,C_America,nw,nw,yes,Joel1976[142-148],Joël 1976: 142-148
dumb1241,Paita,Papunesia,-22.08333,166.5,dumb1241,duf,pta,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,"Paita1990[58-60, 67]","Paita and Shintani 1990: 58-60, 67"
nort2954,Paiute (Northern),North America,42.0,-118.0,nort2954,pao,pno,Numic,Uto-Aztecan,Basin_and_Plains,E_N_America,nw,nw,yes,Snapp1982[10];Thornes2003[267-268],"Thornes 2003: 267-268, Snapp and Anderson 1982: 10"
paiw1248,Paiwan,Papunesia,22.5,120.83333,paiw1248,pwn,pai,Paiwan,Austronesian,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Huang2006;Li2006a;Tang2006,"Li 2006a, Huang and Sung 2006, Tang 2006"
pala1344,Palauan,Papunesia,7.5,134.58333,pala1344,pau,pal,Palauan,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Georgopoulos1991[24-29];Smith2006;Woolford1995,"Woolford 1995, Georgopoulos 1991: 24-29, Smith 2006"
pali1279,Palikur,South America,3.0,-51.0,pali1279,plu,plk,Eastern Arawakan,Arawakan,NE_South_America,S_America,nw,nw,yes,Launey2001-2,Launey 2001-2
panj1256,Panjabi,Eurasia,31.0,74.0,panj1256,pan,pan,Indic,Indo-European,Indic,S_&_SE_Asia,ow,eur,no,Bhatia1993[172];Masica1991[263-264],"Masica 1991: 263-264, Bhatia 1993: 172"
pare1272,Parecis,South America,-14.0,-57.0,pare1272,pab,prc,Central Arawakan,Arawakan,NE_South_America,S_America,nw,nw,yes,"Derbyshire1986a[484-486];Rowan1979[17-18, 31-35]","Derbyshire 1986a: 484-486, Rowan and Burgess 1979: 17-18, 31-35"
pari1256,Päri,Africa,5.0,32.5,pari1256,lkr,par,Nilotic,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Andersen1988;McGregor2009,"Andersen 1988 (quoted in McGregor 2009), McGregor 2009"
male1292,Passamaquoddy-Maliseet,North America,45.0,-67.0,male1292,pqm,psm,Algonquian,Algic,E_North_America,E_N_America,nw,nw,yes,Sherwood1983[83-],Sherwood 1983: 83-
pate1247,Patep,Papunesia,-6.91667,146.58333,pate1247,ptp,pat,Oceanic,Austronesian,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Lauck1976,Lauck 1976
paum1247,Paumarí,South America,-6.0,-64.0,paum1247,pad,pau,Arauan,Arauan,NE_South_America,S_America,nw,nw,yes,Chapman1981;Comrie2013;Dixon1999,"Dixon 1999, Chapman 1981, Comrie 2005"
pawa1255,Pawaian,Papunesia,-7.0,145.08333,pawa1255,pwa,paw,Pawaian,Teberan-Pawaian,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Trefry1969[51-],Trefry 1969: 51-
pech1241,Pech,North America,15.0,-85.5,pech1241,pay,pec,Paya,Chibchan,Mesoamerica,C_America,nw,nw,yes,Holt1999a;Humnick1991[48-50],"Humnick 1991: 48-50, Holt 1999a"
pele1245,Pele-Ata/Ata,Papunesia,-5.58,151.05,pele1245,ata,,Pele-Ata,Pele-Ata,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Donohue2005b[529];Hashimoto2008[8, 26]","Donohue 2005b: 529, Hashimoto 2008: 8, 26"
west2369,Persian,Eurasia,32.0,54.0,west2369,pes,prs,Iranian,Indo-European,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Comrie2013;Lazard1992[183],"Lazard 1992: 183, Comrie 2005"
phak1238,Phake,Eurasia,27.82,95.81,phak1238,phk,,Kam-Tai,Tai-Kadai,Indic,S_&_SE_Asia,ow,eur,no,Morey2006[334-335],Morey 2006: 334-335
piar1243,Piaroa,South America,5.0,-67.0,piar1243,pid,pia,Piaroa,Sáliban,NE_South_America,S_America,nw,nw,yes,"Krute1988[96-, 209, 320]","Krute 1989: 96-, 209, 320"
pile1238,Pileni,Papunesia,-10.21667,166.21667,pile1238,piv,pil,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Naess2000[16];Ray1920,"Næss 2000: 16, Ray 1920"
pima1248,Pima Bajo,North America,29.0,-111.0,pima1248,pia,pba,Tepiman,Uto-Aztecan,Mesoamerica,C_America,nw,nw,yes,"Fernandez1991;Fernandez1996[7, 9, 19]","Fernández 1996: 7, 9, 19, Fernández 1991"
pipi1250,Pipil,North America,13.83333,-89.58333,pipi1250,ppl,pip,Aztecan,Uto-Aztecan,Mesoamerica,C_America,nw,nw,yes,"Campbell1985b[55, 102-103]","Campbell 1985b: 55, 102-103"
pira1253,Pirahã,South America,-7.0,-62.0,pira1253,myp,prh,Mura,Mura,NE_South_America,S_America,nw,nw,yes,Everett1986[202],Everett 1986: 202
