ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,WALS_code,Genus,Family,Area,Continent,Macrocontinent,Macrocontinent_SplitOldWorld,Circumpacific,Source,Source_prose
chec1245,Chechen,Eurasia,43.25,45.83333,chec1245,che,chc,Nakh,Nakh-Daghestanian,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Nichols1992;Nichols1994a[23-],"Nichols 1994a: 23-, Nichols 1992"
uppe1439,Chehalis (Upper),North America,46.58333,-123.0,uppe1439,cjh,chl,Tsamosan,Salishan,Alaska-Oregon,W_N_America,nw,nw,yes,"Kinkade1963[58-60, 85-86, 116-118, 134-136]","Kinkade 1963: 58-60, 85-86, 116-118, 134-136"
chep1245,Chepang,Eurasia,27.67,84.75,chep1245,cdm,cpn,Mahakiranti,Sino-Tibetan,Indic,S_&_SE_Asia,ow,eur,no,Caughley1982[42],Caughley 1982: 42
cher1273,Cherokee,North America,35.5,-83.5,cher1273,chr,che,Southern Iroquoian,Iroquoian,E_North_America,E_N_America,nw,nw,yes,King1975[54-57],King 1975: 54-57
chic1272,Chichimeca-Jonaz,North America,21.66667,-100.5,chic1272,pei,cjo,Chichimec,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Suarez1984[29-33],Lastra de Suárez 1984: 29-33
chim1301,Chimariko,North America,41.0,-123.0,chim1301,cid,chi,Chimariko,Hokan,California,W_N_America,nw,nw,yes,Jany2007,Jany 2007
chim1309,Chimila,South America,10.0,-74.0,chim1309,cbg,cma,Chimila,Chibchan,NE_South_America,S_America,nw,nw,yes,Adelaar2004[78-79],Adelaar 2004: 78-79
coma1246,Chinantec (Comaltepec),North America,17.58333,-96.41667,coma1246,cco,ccm,Chinantecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,AndersonJ1989;Pace1990,"Pace 1990, Anderson, Judi 1989"
lala1270,Chinantec (Lalana),North America,17.58,-96.01,lala1270,cnl,,Chinantecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Mugele1982[3-4],Mugele 1982: 3-4
leal1235,Chinantec (Lealao),North America,17.33333,-95.91667,leal1235,cle,cle,Chinantecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Rupp1989[5-9],Rupp 1989: 5-9
quio1240,Chinantec (Quiotepec),North America,17.58333,-96.66667,quio1240,chq,chq,Chinantecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,"Robbins1965[3, 7, 139-142]","Robbins 1965: 3, 7, 139-142"
soch1239,Chinantec (Sochiapan),North America,17.75,-96.66667,soch1239,cso,csc,Chinantecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,"Foris1994[149-150, 361, 362-]","Foris 1994: 149-150, 361, 362-"
tepe1279,Chinantec (Tepetotutla),North America,17.83333,-96.5,tepe1279,cnt,cte,Chinantecan,Oto-Manguean,Mesoamerica,C_America,nw,nw,yes,Westley1991[33-36],Westley 1991: 33-36
chin1286,Chinook (Lower),North America,46.25,-123.5,chin1286,chh,ckl,Chinookan,Penutian,Alaska-Oregon,W_N_America,nw,nw,yes,Boas1911[573];Vrzic1999[195],Boas 1911: 573 (In Vrzić 1999: 195)
wasc1239,Chinook (Upper),North America,45.5,-122.5,wasc1239,wac,cku,Chinookan,Penutian,Alaska-Oregon,W_N_America,nw,nw,yes,"Hymes1955[209-210, 214, 215, 225-234]","Hymes 1955: 209-210, 214, 215, 225-234"
chiq1248,Chiquitano,South America,-17.5,-60.0,chiq1248,cax,cqt,Chiquito,Chiquito,NE_South_America,S_America,nw,nw,yes,Adelaar2004[477-488],Adelaar 2004: 477-488
chit1248,Chitimacha,North America,29.66667,-91.0,chit1248,ctm,ctm,Chitimacha,Chitimacha,E_North_America,E_N_America,nw,nw,yes,"Granberry2004[50-60, 103,104]","Granberry 2004: 50-60, 103,104"
choc1276,Choctaw,North America,32.25,-88.5,choc1276,cho,cct,Muskogean,Muskogean,E_North_America,E_N_America,nw,nw,yes,Broadwell2006[68-75];Davies1986[7];Nichols1992,"Davies 1986: 7, Broadwell 2006: 68-75, Nichols 1992"
chol1284,Cholón,South America,-8.0,-77.5,chol1284,cht,cln,Cholon,Cholon,Andean,S_America,nw,nw,yes,Adelaar2004[460-475],Adelaar 2004: 460-475
high1242,Chontal (Highland),North America,16.25,-95.75,high1242,chd,cho,Tequistlatecan,Tequistlatecan,Mesoamerica,C_America,nw,nw,yes,Turner1963[36-37],Turner 1963: 36-37
lowl1260,Chontal (Huamelultec Oaxaca),North America,16.0,-95.75,lowl1260,clo,chx,Tequistlatecan,Tequistlatecan,Mesoamerica,C_America,nw,nw,yes,OConnor2004[47],O'connor 2004: 47
taba1266,Chontal Maya,North America,18.16667,-92.58333,taba1266,chf,cmy,Mayan,Mayan,Mesoamerica,C_America,nw,nw,yes,"Knowles1984[76-, 310-]","Knowles 1984: 76-, 310-"
chra1242,Chrau,Eurasia,10.75,107.5,chra1242,crw,chr,Bahnaric,Austro-Asiatic,Southeast_Asia,S_&_SE_Asia,ow,eur,no,Thomas1971[69-70],Thomas 1971: 69-70
chuk1273,Chukchi,Eurasia,67.0,-173.0,chuk1273,ckt,chk,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,N_Coast_Asia,NC_Asia,ow,eur,yes,Comrie2013;Dunn1999[104-114],"Dunn 1999: 104-114, Comrie 2005"
barb1263,Chumash (Barbareño),North America,34.5,-120.25,barb1263,boi,cba,Chumash,Chumash,California,W_N_America,nw,nw,yes,Mithun2001[391],Mithun 2001: 391
cint1239,Cinta Larga,South America,-10.59,-60.83,cint1239,cin,,Monde,Tupian,NE_South_America,S_America,nw,nw,yes,"Sandberg1988[2, 4]","Sandberg 1988: 2, 4"
coah1252,Coahuilteco,North America,28.0,-100.0,coah1252,xcw,coa,Coahuiltecan,Coahuiltecan,Basin_and_Plains,C_America,nw,nw,yes,Mithun2001[393-394];Troike1996,"Mithun 2001: 393-394, Troike 1996"
coca1259,Cocama,South America,-5.0,-74.5,coca1259,cod,coc,Tupi-Guaraní,Tupian,NE_South_America,S_America,nw,nw,yes,Cabral1995,Cabral 1995
cofa1242,Cofán,South America,0.16667,-77.16667,cofa1242,con,cof,Cofán,Cofán,Andean,S_America,nw,nw,yes,"Borman1977[302, 316, 332, 335, 337]","Borman 1977: 302, 316, 332, 335, 337"
coma1245,Comanche,North America,33.5,-101.5,coma1245,com,cmn,Numic,Uto-Aztecan,Basin_and_Plains,E_N_America,nw,nw,yes,Charney1993[53-58];Comrie2013,"Charney 1993: 53-58, Comrie 2005"
coos1249,Coos (Hanis),North America,43.5,-124.16667,coos1249,csz,coo,Coosan,Oregon Coast,Alaska-Oregon,W_N_America,nw,nw,yes,Comrie2013;Frachtenberg1922[332],"Comrie 2005, Frachtenberg 1922: 332"
copt1239,Coptic,Africa,26.0,32.0,copt1239,cop,cop,Egyptian-Coptic,Afro-Asiatic,N_Africa,Africa,ow,afr,no,Engsheden2008;Loprieno1995,"Loprieno 1995, Engsheden 2008"
elna1235,Cora,North America,22.16667,-104.83333,elna1235,crn,cor,Corachol,Uto-Aztecan,Mesoamerica,C_America,nw,nw,yes,Casad1984,Casad 1984
corn1251,Cornish,Eurasia,50.33333,-5.0,corn1251,cor,crn,Celtic,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,Wmffre1998b[49],Wmffre 1998b: 49
plai1258,Cree (Plains),North America,54.0,-110.0,plai1258,crk,cre,Algonquian,Algic,E_North_America,E_N_America,nw,nw,yes,Dahlstrom1991,Dahlstrom 1991
cuib1242,Cuiba,South America,6.5,-70.0,cuib1242,cui,cui,Guahiban,Guahiban,NE_South_America,S_America,nw,nw,yes,Aikhenvald1999[375],Aikhenvald and Dixon 1999: 375
daga1275,Daga,Papunesia,-10.0,149.33333,daga1275,dgz,dag,Dagan,Dagan,S_New_Guinea,NG_&_Oceania,pac,pac,yes,Murane1974,Murane 1974
sout2789,Dagaare,Africa,10.5,-2.66667,sout2789,dga,dga,Gur,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Bodomo2000[52, 17, 18, 25]","Bodomo 2000: 52, 17, 18, 25"
dagb1246,Dagbani,Africa,9.58333,-0.5,dagb1246,dag,dgb,Gur,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Olawsky1999[45, 96]","Olawsky 1999: 45, 96"
daur1238,Dagur,Eurasia,48.0,124.0,daur1238,dta,dgr,Mongolic,Altaic,Inner_Asia,NC_Asia,ow,eur,no,"Wu1996[16, 21, 22, 25, 27-]","Wu 1996: 16, 21, 22, 25, 27-"
dama1272,Damal,Papunesia,-4.17,137.5,dama1272,uhn,,Damal,Damal,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Voorhoeve1975[410],Voorhoeve 1975: 410
mala1522,Damana,South America,11.0,-73.5,mala1522,mbp,dam,Aruak,Chibchan,NE_South_America,S_America,nw,nw,yes,TrillosAmaya1999[131],Trillos Amaya 1999: 131
dann1241,Dan,Africa,7.5,-8.0,dann1241,daf,dan,Eastern Mande,Niger-Congo,African_Savannah,Africa,ow,afr,no,Creissels2005;Flik1978,"Creissels 2005, Flik 1978"
lowe1415,Dani (Lower Grand Valley),Papunesia,-4.33333,138.83333,lowe1415,dni,dni,Dani,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Bromley1981[84];Comrie2013,"Bromlie 1981: 84, Comrie 2005"
darg1241,Dargwa,Eurasia,42.25,47.41667,darg1241,dar,drg,Lak-Dargwa,Nakh-Daghestanian,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Comrie1981[225-226];vandenBerg2005,"van den Berg 2005, Comrie 1981: 225-226"
dato1239,Datooga,Africa,-4.333333333,35.33333333,dato1239,tcc,dat,Nilotic,Nilo-Saharan,S_Africa,Africa,ow,afr,no,Kiessling2007,Kiessling 2007
daww1239,Dâw,South America,-0.25,-67.08333,daww1239,kwa,daw,Nadahup,Nadahup,NE_South_America,S_America,nw,nw,yes,"Martins1999;Martins2004[349-351, 498-502, 524]","Martins 2004: 349-351, 498-502, 524, Martins and Martins 1999"
defa1248,Defaka,Africa,4.58333,7.5,defa1248,afn,def,Ijoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,Jenewari1983[99],Jenewari 1983: 99
dege1246,Degema,Africa,4.75,6.75,dege1246,deg,deg,Edoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,Kari2005;Thomas1978[86],"Thomas 1978: 86, Kari 2005"
deni1241,Dení,South America,-6.0,-67.0,deni1241,dny,den,Arauan,Arauan,NE_South_America,S_America,nw,nw,yes,Aikhenvald1999;Derbyshire1986b[477-478],"Derbyshire 1986b: 477-478, Aikhenvald and Dixon 1999"
didi1258,Didinga,Africa,4.5,33.5,didi1258,did,did,Surmic,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Tucker1966[376],Tucker and Bryan 1966: 376
kumi1248,Diegueño (Mesa Grande),North America,32.66667,-116.16667,kumi1248,dih,die,Yuman,Hokan,California,C_America,nw,nw,yes,Langdon1970[150-158];Nichols1992,"Langdon 1970: 150-158, Nichols 1992"
dime1235,Dime,Africa,6.16667,36.25,dime1235,dim,dim,South Omotic,Afro-Asiatic,Greater_Abyssinia,Africa,ow,afr,no,"Fleming1990[519, 521-522, 533, 547-548]","Fleming 1990: 519, 521-522, 533, 547-548"
nort2815,Dinka,Africa,8.5,28.0,nort2815,dip,din,Nilotic,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Andersen1991[271-273];Tucker1966[425],"Tucker and Bryan 1966: 425, Andersen 1991: 271-273"
jola1263,Diola-Fogny,Africa,13.0,-16.25,jola1263,dyo,dio,Northern Atlantic,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Sapir1965[23, 24, 30-]","Sapir 1965: 23, 24, 30-"
dier1241,Diyari,Australia,-28.0,139.0,dier1241,dif,diy,Pama-Nyungan,Australian,S_Australia,Australia,pac,pac,yes,Austin1981,Austin 1981
dizi1235,Dizi,Africa,6.16667,36.5,dizi1235,mdx,diz,Dizoid,Afro-Asiatic,Greater_Abyssinia,Africa,ow,afr,no,Beachy2005[63-69];Nichols1992,"Beachy 2005: 63-69, Nichols 1992"
djin1251,Djingili,Australia,-17.75,134.0,djin1251,jig,dji,West Barkly,Australian,N_Australia,Australia,pac,pac,yes,Nichols1992;Pensalfini1997[271-274],"Pensalfini 1997: 271-274, Nichols 1992"
dera1245,Dla (Proper)/Dera,Papunesia,-3.58333,141.0,dera1245,kbv,der,Senagi,Senagi,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,deSousa2006,de Sousa 2006
toro1253,Dogon (Toro Tegu),Africa,15.06,-2.22,toro1253,dtt,,Dogon,Niger-Congo,African_Savannah,Africa,ow,afr,no,Heath2015;Heath_noyear,"Heath 2015, Heath (no year)"
donn1239,Donno So,Africa,14.33333,-3.58333,donn1239,dds,dds,Dogon,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Heath2016[10-11,166-167]","Heath 2016: 10-11,166-167"
dehu1237,Drehu,Papunesia,-21.0,167.25,dehu1237,dhv,dre,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Comrie2013;MoyseFaurie1983[146-],"Moyse-Faurie 1983: 146-, Comrie 2005"
drun1238,Dulong,Eurasia,28.0,98.33333,drun1238,duu,dul,Nungish,Sino-Tibetan,Southeast_Asia,S_&_SE_Asia,ow,eur,no,LaPolla2003b,LaPolla 2003b
vani1248,Dumo,Papunesia,-2.68333,141.3,vani1248,vam,dum,Western Skou,Skou,N_Coast_New_Guinea,NG_&_Oceania,pac,pac,yes,"Ross1980[84, 93, 97]","Ross 1980: 84, 93, 97"
duna1248,Duna,Papunesia,-5.5,142.5,duna1248,duc,dun,Duna,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Voorhoeve1975[396],Voorhoeve 1975: 396
dutc1256,Dutch,Eurasia,52.5,6.0,dutc1256,nld,dut,Germanic,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,Donaldson1997,Donaldson 1997
dyir1250,Dyirbal,Australia,-17.83333,145.58333,dyir1250,dbl,dyi,Pama-Nyungan,Australian,N_Australia,Australia,pac,pac,yes,Dixon1972[43-44];Nichols1992,"Dixon 1972: 43-44, Nichols 1992"
edol1239,Edolo,Papunesia,-6.16667,142.66667,edol1239,etr,edo,Bosavi,Bosavi,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,"Gossner1994[25-28, 106]","Gossner 2003: 25-28, 106"
efik1245,Efik,Africa,4.91667,8.5,efik1245,efi,efi,Cross River,Niger-Congo,African_Savannah,Africa,ow,afr,no,Welmers1968[40-44],Welmers 1968: 40-44
ekar1243,Ekari,Papunesia,-3.83333,135.5,ekar1243,ekg,eka,Wissel Lakes-Kemandoga,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Voorhoeve1975[406-408],Voorhoeve 1975: 406-408
emai1241,Emai,Africa,7.08333,5.91667,emai1241,ema,ora,Edoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,Schaefer1987[13-20],Schaefer 1987: 13-20
emer1243,Émérillon,South America,3.17,-52.42,emer1243,eme,eme,Tupi-Guaraní,Tupian,NE_South_America,S_America,nw,nw,yes,"Rose2008[442-444, 452]","Rose 2008:442-444, 452"
enet1250,Enets,Eurasia,67.5,86.5,enet1250,enf,ene,Samoyedic,Uralic,Inner_Asia,NC_Asia,ow,eur,no,"Havas2008[5, 6]","Havas 2008: 5, 6"
enge1239,Engenni,Africa,5.16667,6.38333,enge1239,enn,egn,Edoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Thomas1978[86, 122, 154-155, 170-]","Thomas 1978: 86, 122, 154-155, 170-"
stan1293,English,Eurasia,52.0,0.0,stan1293,eng,eng,Germanic,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,,Personal knowledge
epen1239,Epena Pedee,South America,3.0,-77.0,epen1239,sja,epe,Choco,Choco,Andean,S_America,nw,nw,yes,"Comrie2013;Harms1994[9-10, 65, 66]","Harms 1994: 9-10, 65, 66, Comrie 2005"
atac1235,Esmeraldeño,South America,0.33333,-79.83333,atac1235,,esm,Tacame,Tacame,Andean,S_America,nw,nw,yes,Adelaar2004[155-159],Adelaar 2004: 155-159
esto1258,Estonian,Eurasia,59.0,26.0,esto1258,est,est,Finnic,Uralic,Inner_Asia,NC_Asia,ow,eur,no,Ehala2006;Hiietam2005;Tamm2006,"Ehala 2006, Hiietam 2005, Tamm 2006"
even1260,Even,Eurasia,68.0,130.0,even1260,eve,evn,Tungusic,Altaic,Inner_Asia,NC_Asia,ow,eur,no,Pakendorf2007,Pakendorf 2007
even1259,Evenki,Eurasia,56.0,125.0,even1259,evn,eve,Tungusic,Altaic,Inner_Asia,NC_Asia,ow,eur,no,Comrie2013;Nedjalkov1997[147],"Nedjalkov 1997: 147, Comrie 2005"
ewee1241,Ewe,Africa,6.33333,0.41667,ewee1241,ewe,ewe,Kwa,Niger-Congo,African_Savannah,Africa,ow,afr,no,Schadeberg1985[16],Schadeberg 1985: 16
eyak1241,Eyak,North America,60.5,-145.0,eyak1241,eya,eya,Eyak,Na-Dene,Alaska-Oregon,W_N_America,nw,nw,yes,"Krauss1970;Mithun2001[113, 315]","Mithun 2001: 113, 315, Krauss 1970"
fasu1242,Fasu,Papunesia,-6.58333,143.33333,fasu1242,faa,fas,Fasu,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Loeweke1980[50],Loeweke and May 1980: 50
fiji1243,Fijian,Papunesia,-17.83333,178.0,fiji1243,fij,fij,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,Dixon1988,Dixon 1988
finn1318,Finnish,Eurasia,62.0,25.0,finn1318,fin,fin,Finnic,Uralic,Inner_Asia,NC_Asia,ow,eur,no,Comrie2013,Comrie 2005
folo1238,Folopa/Podopa,Papunesia,-7.0,144.5,folo1238,ppo,pdp,Teberan,Teberan-Pawaian,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,AndersonN1989,"Anderson, Neil 1989"
fore1270,Fore,Papunesia,-6.75,145.5,fore1270,for,for,Eastern Highlands,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Scott1986[168],Scott 1986: 168
occi1239,Franco-Provençal,Eurasia,44.0,6.0,occi1239,oci,pro,Romance,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,"Nagy2000[89, 95, 109, 27, 29]","Nagy 2000: 89, 95, 109, 27, 29"
stan1290,French,Eurasia,48.0,2.0,stan1290,fra,fre,Romance,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,,Personal knowledge
adam1253,Fula (Cameroonian),Africa,9.16667,13.5,adam1253,fub,fua,Northern Atlantic,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Stennes1967[94-97, 101-102, 107-109, 146];Westermann1970[28-29]","Westermann and Bryan 1970: 28-29, Stennes 1967: 94-97, 101-102, 107-109, 146"
nige1253,Fula (Nigerian),Africa,8.16667,10.5,nige1253,fuv,fni,Northern Atlantic,Niger-Congo,African_Savannah,Africa,ow,afr,no,"McIntosh1984[53, 72, 205]","McIntosh 1984: 53, 72, 205"
fuln1247,Fulniô,South America,-8.0,-37.5,fuln1247,fun,ful,Yatê,Macro-Ge,NE_South_America,S_America,nw,nw,yes,"Costa1999[92, 122, 144-146, 147, 150-1, 166, 325, 329-330]","Costa 1999: 92, 122, 144-146, 147, 150-1, 166, 325, 329-330"
furr1244,Fur,Africa,13.5,25.0,furr1244,fvr,fur,Fur,Nilo-Saharan,African_Savannah,Africa,ow,afr,no,Comrie2013;Konig2008a;Tucker1966,"Tucker and Bryan 1966, Comrie 2005, König 2008a"
futu1245,Futuna-Aniwa,Papunesia,-19.53333,170.21667,futu1245,fut,fut,Oceanic,Austronesian,Oceania,NG_&_Oceania,pac,pac,yes,"Dougherty1983[42-43, 34-38]","Doughterty 1983: 42-43, 34-38"
fyam1238,Fyem,Africa,9.58333,9.33333,fyam1238,pym,fye,Platoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Nettle1998[24, 25, 29]","Nettle 1998: 24, 25, 29"
gaga1251,Gaagudju,Australia,-12.58333333,132.8333333,gaga1251,gbu,gaa,Gaagudju,Australian,N_Australia,Australia,pac,pac,yes,"Harvey2002[231-233, 262]","Harvey 2002: 231-233, 262"
scot1245,Gaelic (Scots),Eurasia,57.0,-4.0,scot1245,gla,gae,Celtic,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,"Lamb2001[29, 30, 52, 53, 64, 69];Ramchand1997[29-]","Ramchand 1997: 29-, Lamb 2001: 29, 30, 52, 53, 64, 69"
alek1238,Gahuku,Papunesia,-6.0,145.41667,alek1238,gah,gah,Eastern Highlands,Trans-New Guinea,Interior_New_Guinea,NG_&_Oceania,pac,pac,yes,Deibler1976;Scott1986[167],"Deibler 1976, Scott 1986: 167"
damu1236-galo,Galo,Eurasia,28.16667,94.66667,damu1236,adi,gal,Tani,Sino-Tibetan,Indic,S_&_SE_Asia,ow,eur,no,Post2008[724],Post 2008: 724
gamo1244,Gamo,Africa,6.66667,37.25,gamo1244,gmo,gam,North Omotic,Afro-Asiatic,Greater_Abyssinia,Africa,ow,afr,no,"Tucker1966[559, 560]","Tucker and Bryan 1966: 559, 560"
garo1247,Garo,Eurasia,25.66667,90.5,garo1247,grt,gar,Bodo-Garo,Sino-Tibetan,Indic,S_&_SE_Asia,ow,eur,no,Burling2003[396];Comrie2013,"Burling 2003: 396, Comrie 2005"
gara1269,Garrwa,Australia,-17.08333,137.16667,gara1269,gbc,grr,Garrwan,Australian,N_Australia,Australia,pac,pac,yes,Mushin2005;Mushin2008;Nichols1992,"Mushin 2008, Mushin 2005, Nichols 1992"
gavi1246,Gavião,South America,-10.66667,-62.0,gavi1246,gvo,gav,Monde,Tupian,NE_South_America,S_America,nw,nw,yes,Maia1983;Moore1984[50],"Moore 1984: 50, Rezende Maia, Pereira and Souza de Araújo 1983"
nort2775,Gbaya Kara,Africa,6.0,15.0,nort2775,gya,gbk,Gbaya-Manza-Ngbaka,Niger-Congo,African_Savannah,Africa,ow,afr,no,Roulon1975[36],Roulon 1975: 36
gbay1287,Gbeya Bossangoa,Africa,6.66667,17.5,gbay1287,gbp,gbb,Gbaya-Manza-Ngbaka,Niger-Congo,African_Savannah,Africa,ow,afr,no,Samarin1966[101-],Samarin 1966: 101-
nucl1302,Georgian,Eurasia,42.0,44.0,nucl1302,kat,geo,Kartvelian,Kartvelian,Greater_Mesopotamia,W_&_SW_Eurasia,ow,eur,no,Comrie2013;Harris1981,"Harris 1981, Comrie 2005"
stan1295,German,Eurasia,52.0,10.0,stan1295,deu,ger,Germanic,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,Comrie2013;Dodd2003,"Comrie 2005, Dodd, Eckhard-Black, Klapper and Whittle 2003"
ghul1238,Ghulfan,Africa,12.0,31.0,ghul1238,ghl,nbh,Nubian,Nilo-Saharan,N_Africa,Africa,ow,afr,no,Dimmendaal2010[27-28],Dimmendaal 2010: 27-28
gitx1241,Gitksan,North America,55.33333,-127.75,gitx1241,git,git,Tsimshianic,Penutian,Alaska-Oregon,W_N_America,nw,nw,yes,"Hunt1993[28, 56];Nichols1992","Hunt 1993: 28, 56, Nichols 1992"
gogo1265,Gogodala,Papunesia,-8.08333,142.83333,gogo1265,ggw,gog,Gogodala,Gogodala-Suki,S_New_Guinea,NG_&_Oceania,pac,pac,yes,Voorhoeve1975[354],Voorhoeve 1975: 354
goon1238,Gooniyandi,Australia,-18.33333,126.33333,goon1238,gni,goo,Bunuban,Australian,N_Australia,Australia,pac,pac,yes,McGregor1990;Nichols1992,"Nichols 1992, McGregor 1990 "
apuc1241,Great Andamanese,Eurasia,12.0,92.66667,apuc1241,apq,gan,Great Andamanese,Great Andamanese,Southeast_Asia,S_&_SE_Asia,ow,eur,no,"Abbi2006[36, 37]","Abbi 2006: 36, 37"
barc1235,Grebo,Africa,5.0,-8.0,barc1235,grj,grb,Kru,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Innes1966;Innes1966[50-51, 54-55, 100-103]","Innes 1966: 50-51, 54-55, 100-103, Innes 1966"
mode1248,Greek (Modern),Eurasia,39.0,22.0,mode1248,ell,grk,Greek,Indo-European,Europe,W_&_SW_Eurasia,ow,eur,no,Comrie2013;Holton1997,"Comrie 2005, Holton, Mackridge and Philippaki-Warburton 1997"
kala1399,Greenlandic (West),Eurasia,64.0,-51.0,kala1399,kal,grw,Eskimo,Eskimo-Aleut,E_North_America,E_N_America,nw,nw,yes,Comrie2013,Comrie 2005
guah1255,Guahibo,South America,5.0,-69.0,guah1255,guh,ghb,Guahiban,Guahiban,NE_South_America,S_America,nw,nw,yes,Aikhenvald1999[375];Mosonyi2000d,"Aikhenvald and Dixon 1999: 375, Mosonyi 2000d"
guan1269,Guanano,South America,0.83333,-69.5,guan1269,gvc,gno,Tucanoan,Tucanoan,NE_South_America,S_America,nw,nw,yes,"Stenzel2004[171, 172, 209-212, 228-]","Stenzel 2004: 171, 172, 209-212, 228-"
para1311,Guaraní,South America,-26.0,-56.0,para1311,gug,gua,Tupi-Guaraní,Tupian,SE_South_America,S_America,nw,nw,yes,Canese1983[134-135];Comrie2013;Shain2008,"Shain 2008, Krivoshein de Canese 1983: 134-135, Comrie 2005"
guat1253,Guató,South America,-17.0,-58.0,guat1253,gta,gto,Guató,Macro-Ge,NE_South_America,S_America,nw,nw,yes,Rodrigues1999,Rodrigues 1999
gude1246,Gude,Africa,10.41667,13.41667,gude1246,gde,gud,Biu-Mandara,Afro-Asiatic,African_Savannah,Africa,ow,afr,no,Hoskinson1983[106-109],Hoskinson 1983: 106-109
kumb1268,Gumbaynggir,Australia,-30.16667,152.5,kumb1268,kgs,gum,Pama-Nyungan,Australian,S_Australia,Australia,pac,pac,yes,"Eades1979[246, 286, 311-312]","Eades 1979: 246, 286, 311-312"
gumu1244,Gumuz,Africa,12.5,35.83333,gumu1244,guk,gmz,Gumuz,Nilo-Saharan,Greater_Abyssinia,Africa,ow,afr,no,"Bender1979[44, 48-51]","Bender 1979: 44, 48-51"
puel1244,Gününa Küne,South America,-41.0,-67.0,puel1244,pue,gku,Puelche,Chon,SE_South_America,S_America,nw,nw,yes,"Casamiquela1983[40, 51, 67, 69, 72, 76, 80]","Casamiquela 1983: 40, 51, 67, 69, 72, 76, 80"
fare1241,Gurenne,Africa,10.83333,-0.91667,fare1241,gur,grn,Gur,Niger-Congo,African_Savannah,Africa,ow,afr,no,Niggli2007,Niggli and Niggli 2007
guro1248,Guro,Africa,7.0,-6.0,guro1248,goa,gro,Eastern Mande,Niger-Congo,African_Savannah,Africa,ow,afr,no,Benoist1968[50-],Benoist 1968: 50-
guru1261,Gurung,Eurasia,28.33333,84.33333,guru1261,ggn,gur,Bodic,Sino-Tibetan,Indic,S_&_SE_Asia,ow,eur,no,Nichols1992,Nichols 1992
gbag1258,Gwari,Africa,9.5,7.0,gbag1258,gbr,gwa,Nupoid,Niger-Congo,African_Savannah,Africa,ow,afr,no,"Hyman1970[56-57, 92]","Hyman and Magaji 1970: 56-57, 92"
hadz1240,Hadza,Africa,-3.75,35.16667,hadz1240,hts,had,Hadza,Hadza,S_Africa,Africa,ow,afr,no,Obst1912[41-42],Obst 1912: 41-42
haid1248,Haida,North America,53.0,-132.0,haid1248,hdn,hai,Haida,Haida,Alaska-Oregon,W_N_America,nw,nw,yes,"Enrico2003[22, 24, 25, 74]","Enrico 2003: 22, 24, 25, 74"
